Economy,Branch Path,Variable,Scenario,Year,Value,Units,notes,DO_NOT_USE,share_decreased_from
10_MAS,Demand\Freight road\Trucks\PHEV heavy\Efuel,Mileage,Current Accounts,2022,25.345263,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
10_MAS,Demand\Freight road\Trucks\PHEV heavy\Efuel,Fuel Economy,Current Accounts,2022,2022.157631,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Efuel (proxy from ICE heavy) across 20 economy/economies.,,
10_MAS,Demand\Freight road\Trucks\PHEV heavy\Electricity,Mileage,Current Accounts,2022,33.048855,Kilometer,Derived: median Mileage for Trucks BEV heavy (proxy from BEV heavy) across 14 values from all economies (no same-economy data).,,
10_MAS,Demand\Freight road\Trucks\PHEV heavy\Electricity,Fuel Economy,Current Accounts,2022,690.214671,MJ/100 km,Derived: median Fuel Economy for Trucks BEV heavy Electricity (proxy from BEV heavy) across 14 economy/economies.,,
10_MAS,Demand\Freight road\Trucks\PHEV medium\Biogasoline,Mileage,Current Accounts,2022,21.724512,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
10_MAS,Demand\Freight road\Trucks\PHEV medium\Biogasoline,Fuel Economy,Current Accounts,2022,1637.486575,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Biogasoline (proxy from ICE medium) across 21 economy/economies.,,
10_MAS,Demand\Freight road\Trucks\PHEV medium\Efuel,Mileage,Current Accounts,2022,21.724512,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
10_MAS,Demand\Freight road\Trucks\PHEV medium\Efuel,Fuel Economy,Current Accounts,2022,1684.660097,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Efuel (proxy from ICE medium) across 20 economy/economies.,,
10_MAS,Demand\Freight road\Trucks\PHEV medium\Electricity,Mileage,Current Accounts,2022,28.150392,Kilometer,Derived: median Mileage for Trucks BEV medium (proxy from BEV medium) across 14 values from all economies (no same-economy data).,,
10_MAS,Demand\Freight road\Trucks\PHEV medium\Electricity,Fuel Economy,Current Accounts,2022,574.331505,MJ/100 km,Derived: median Fuel Economy for Trucks BEV medium Electricity (proxy from BEV medium) across 14 economy/economies.,,
10_MAS,Demand\Passenger road\Buses\PHEV\Biogasoline,Mileage,Current Accounts,2022,27.783125,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
10_MAS,Demand\Passenger road\Buses\PHEV\Biogasoline,Fuel Economy,Current Accounts,2022,1451.148599,MJ/100 km,Derived: median Fuel Economy for Buses ICE Biogasoline (proxy from ICE) across 21 economy/economies.,,
10_MAS,Demand\Passenger road\Buses\PHEV\Efuel,Mileage,Current Accounts,2022,27.783125,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
10_MAS,Demand\Passenger road\Buses\PHEV\Efuel,Fuel Economy,Current Accounts,2022,1431.429051,MJ/100 km,Derived: median Fuel Economy for Buses ICE Efuel (proxy from ICE) across 20 economy/economies.,,
10_MAS,Demand\Passenger road\Buses\PHEV\Electricity,Mileage,Current Accounts,2022,34.706624,Kilometer,Derived: median Mileage for Buses BEV (proxy from BEV) across 14 values from all economies (no same-economy data).,,
10_MAS,Demand\Passenger road\Buses\PHEV\Electricity,Fuel Economy,Current Accounts,2022,489.442152,MJ/100 km,Derived: median Fuel Economy for Buses BEV Electricity (proxy from BEV) across 14 economy/economies.,,
11_MEX,Demand\Freight road\Trucks\EREV heavy\Biodiesel,Mileage,Current Accounts,2022,18.131113,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
11_MEX,Demand\Freight road\Trucks\EREV heavy\Biodiesel,Fuel Economy,Current Accounts,2022,2034.448766,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Biodiesel (proxy from ICE heavy) across 20 economy/economies.,,
11_MEX,Demand\Freight road\Trucks\EREV heavy\Biogasoline,Mileage,Current Accounts,2022,18.131113,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
11_MEX,Demand\Freight road\Trucks\EREV heavy\Biogasoline,Fuel Economy,Current Accounts,2022,1791.818315,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Biogasoline (proxy from ICE heavy) across 21 economy/economies.,,
11_MEX,Demand\Freight road\Trucks\EREV heavy\Efuel,Mileage,Current Accounts,2022,18.131113,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
11_MEX,Demand\Freight road\Trucks\EREV heavy\Efuel,Fuel Economy,Current Accounts,2022,2022.157631,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Efuel (proxy from ICE heavy) across 20 economy/economies.,,
11_MEX,Demand\Freight road\Trucks\EREV heavy\Electricity,Mileage,Current Accounts,2022,33.048855,Kilometer,Derived: median Mileage for Trucks BEV heavy (proxy from BEV heavy) across 14 values from all economies (no same-economy data).,,
11_MEX,Demand\Freight road\Trucks\EREV heavy\Electricity,Fuel Economy,Current Accounts,2022,690.214671,MJ/100 km,Derived: median Fuel Economy for Trucks BEV heavy Electricity (proxy from BEV heavy) across 14 economy/economies.,,
11_MEX,Demand\Freight road\Trucks\EREV medium\Biodiesel,Mileage,Current Accounts,2022,15.540954,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
11_MEX,Demand\Freight road\Trucks\EREV medium\Biodiesel,Fuel Economy,Current Accounts,2022,1702.336612,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Biodiesel (proxy from ICE medium) across 20 economy/economies.,,
11_MEX,Demand\Freight road\Trucks\EREV medium\Biogasoline,Mileage,Current Accounts,2022,15.540954,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
11_MEX,Demand\Freight road\Trucks\EREV medium\Biogasoline,Fuel Economy,Current Accounts,2022,1637.486575,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Biogasoline (proxy from ICE medium) across 21 economy/economies.,,
11_MEX,Demand\Freight road\Trucks\EREV medium\Efuel,Mileage,Current Accounts,2022,15.540954,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
11_MEX,Demand\Freight road\Trucks\EREV medium\Efuel,Fuel Economy,Current Accounts,2022,1684.660097,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Efuel (proxy from ICE medium) across 20 economy/economies.,,
11_MEX,Demand\Freight road\Trucks\EREV medium\Electricity,Mileage,Current Accounts,2022,28.150392,Kilometer,Derived: median Mileage for Trucks BEV medium (proxy from BEV medium) across 14 values from all economies (no same-economy data).,,
11_MEX,Demand\Freight road\Trucks\EREV medium\Electricity,Fuel Economy,Current Accounts,2022,574.331505,MJ/100 km,Derived: median Fuel Economy for Trucks BEV medium Electricity (proxy from BEV medium) across 14 economy/economies.,,
11_MEX,Demand\Freight road\Trucks\PHEV heavy\Biodiesel,Mileage,Current Accounts,2022,18.131113,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
11_MEX,Demand\Freight road\Trucks\PHEV heavy\Biodiesel,Fuel Economy,Current Accounts,2022,2034.448766,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Biodiesel (proxy from ICE heavy) across 20 economy/economies.,,
11_MEX,Demand\Freight road\Trucks\PHEV heavy\Biogasoline,Mileage,Current Accounts,2022,18.131113,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
11_MEX,Demand\Freight road\Trucks\PHEV heavy\Biogasoline,Fuel Economy,Current Accounts,2022,1791.818315,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Biogasoline (proxy from ICE heavy) across 21 economy/economies.,,
11_MEX,Demand\Freight road\Trucks\PHEV heavy\Efuel,Mileage,Current Accounts,2022,18.131113,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
11_MEX,Demand\Freight road\Trucks\PHEV heavy\Efuel,Fuel Economy,Current Accounts,2022,2022.157631,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Efuel (proxy from ICE heavy) across 20 economy/economies.,,
11_MEX,Demand\Freight road\Trucks\PHEV heavy\Electricity,Mileage,Current Accounts,2022,33.048855,Kilometer,Derived: median Mileage for Trucks BEV heavy (proxy from BEV heavy) across 14 values from all economies (no same-economy data).,,
11_MEX,Demand\Freight road\Trucks\PHEV heavy\Electricity,Fuel Economy,Current Accounts,2022,690.214671,MJ/100 km,Derived: median Fuel Economy for Trucks BEV heavy Electricity (proxy from BEV heavy) across 14 economy/economies.,,
11_MEX,Demand\Freight road\Trucks\PHEV medium\Biodiesel,Mileage,Current Accounts,2022,15.540954,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
11_MEX,Demand\Freight road\Trucks\PHEV medium\Biodiesel,Fuel Economy,Current Accounts,2022,1702.336612,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Biodiesel (proxy from ICE medium) across 20 economy/economies.,,
11_MEX,Demand\Freight road\Trucks\PHEV medium\Biogasoline,Mileage,Current Accounts,2022,15.540954,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
11_MEX,Demand\Freight road\Trucks\PHEV medium\Biogasoline,Fuel Economy,Current Accounts,2022,1637.486575,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Biogasoline (proxy from ICE medium) across 21 economy/economies.,,
11_MEX,Demand\Freight road\Trucks\PHEV medium\Efuel,Mileage,Current Accounts,2022,15.540954,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
11_MEX,Demand\Freight road\Trucks\PHEV medium\Efuel,Fuel Economy,Current Accounts,2022,1684.660097,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Efuel (proxy from ICE medium) across 20 economy/economies.,,
11_MEX,Demand\Freight road\Trucks\PHEV medium\Electricity,Mileage,Current Accounts,2022,28.150392,Kilometer,Derived: median Mileage for Trucks BEV medium (proxy from BEV medium) across 14 values from all economies (no same-economy data).,,
11_MEX,Demand\Freight road\Trucks\PHEV medium\Electricity,Fuel Economy,Current Accounts,2022,574.331505,MJ/100 km,Derived: median Fuel Economy for Trucks BEV medium Electricity (proxy from BEV medium) across 14 economy/economies.,,
11_MEX,Demand\Passenger road\Buses\PHEV\Biodiesel,Mileage,Current Accounts,2022,32.020946,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
11_MEX,Demand\Passenger road\Buses\PHEV\Biodiesel,Fuel Economy,Current Accounts,2022,1440.816244,MJ/100 km,Derived: median Fuel Economy for Buses ICE Biodiesel (proxy from ICE) across 20 economy/economies.,,
11_MEX,Demand\Passenger road\Buses\PHEV\Biogasoline,Mileage,Current Accounts,2022,32.020946,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
11_MEX,Demand\Passenger road\Buses\PHEV\Biogasoline,Fuel Economy,Current Accounts,2022,1451.148599,MJ/100 km,Derived: median Fuel Economy for Buses ICE Biogasoline (proxy from ICE) across 21 economy/economies.,,
11_MEX,Demand\Passenger road\Buses\PHEV\Efuel,Mileage,Current Accounts,2022,32.020946,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
11_MEX,Demand\Passenger road\Buses\PHEV\Efuel,Fuel Economy,Current Accounts,2022,1431.429051,MJ/100 km,Derived: median Fuel Economy for Buses ICE Efuel (proxy from ICE) across 20 economy/economies.,,
11_MEX,Demand\Passenger road\Buses\PHEV\Electricity,Mileage,Current Accounts,2022,34.706624,Kilometer,Derived: median Mileage for Buses BEV (proxy from BEV) across 14 values from all economies (no same-economy data).,,
11_MEX,Demand\Passenger road\Buses\PHEV\Electricity,Fuel Economy,Current Accounts,2022,489.442152,MJ/100 km,Derived: median Fuel Economy for Buses BEV Electricity (proxy from BEV) across 14 economy/economies.,,
12_NZ,Demand\Freight road\Trucks\EREV heavy\Efuel,Mileage,Current Accounts,2022,19.102588,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
12_NZ,Demand\Freight road\Trucks\EREV heavy\Efuel,Fuel Economy,Current Accounts,2022,2022.157631,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Efuel (proxy from ICE heavy) across 20 economy/economies.,,
12_NZ,Demand\Freight road\Trucks\EREV medium\Efuel,Mileage,Current Accounts,2022,19.102664,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
12_NZ,Demand\Freight road\Trucks\EREV medium\Efuel,Fuel Economy,Current Accounts,2022,1684.660097,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Efuel (proxy from ICE medium) across 20 economy/economies.,,
12_NZ,Demand\Freight road\Trucks\PHEV heavy\Efuel,Mileage,Current Accounts,2022,19.102588,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
12_NZ,Demand\Freight road\Trucks\PHEV heavy\Efuel,Fuel Economy,Current Accounts,2022,2022.157631,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Efuel (proxy from ICE heavy) across 20 economy/economies.,,
12_NZ,Demand\Freight road\Trucks\PHEV medium\Efuel,Mileage,Current Accounts,2022,19.102664,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
12_NZ,Demand\Freight road\Trucks\PHEV medium\Efuel,Fuel Economy,Current Accounts,2022,1684.660097,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Efuel (proxy from ICE medium) across 20 economy/economies.,,
12_NZ,Demand\Passenger road\Buses\PHEV\Efuel,Mileage,Current Accounts,2022,25.344595,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
12_NZ,Demand\Passenger road\Buses\PHEV\Efuel,Fuel Economy,Current Accounts,2022,1431.429051,MJ/100 km,Derived: median Fuel Economy for Buses ICE Efuel (proxy from ICE) across 20 economy/economies.,,
13_PNG,Demand\Freight road\Trucks\EREV heavy\Biodiesel,Mileage,Current Accounts,2022,25.508175,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
13_PNG,Demand\Freight road\Trucks\EREV heavy\Biodiesel,Fuel Economy,Current Accounts,2022,2034.448766,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Biodiesel (proxy from ICE heavy) across 20 economy/economies.,,
13_PNG,Demand\Freight road\Trucks\EREV heavy\Biogasoline,Mileage,Current Accounts,2022,25.508175,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
13_PNG,Demand\Freight road\Trucks\EREV heavy\Biogasoline,Fuel Economy,Current Accounts,2022,1791.818315,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Biogasoline (proxy from ICE heavy) across 21 economy/economies.,,
13_PNG,Demand\Freight road\Trucks\EREV heavy\Efuel,Mileage,Current Accounts,2022,25.508175,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
13_PNG,Demand\Freight road\Trucks\EREV heavy\Efuel,Fuel Economy,Current Accounts,2022,2022.157631,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Efuel (proxy from ICE heavy) across 20 economy/economies.,,
13_PNG,Demand\Freight road\Trucks\EREV heavy\Electricity,Mileage,Current Accounts,2022,33.048855,Kilometer,Derived: median Mileage for Trucks BEV heavy (proxy from BEV heavy) across 14 values from all economies (no same-economy data).,,
13_PNG,Demand\Freight road\Trucks\EREV heavy\Electricity,Fuel Economy,Current Accounts,2022,690.214671,MJ/100 km,Derived: median Fuel Economy for Trucks BEV heavy Electricity (proxy from BEV heavy) across 14 economy/economies.,,
13_PNG,Demand\Freight road\Trucks\EREV medium\Biodiesel,Mileage,Current Accounts,2022,21.866201,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
13_PNG,Demand\Freight road\Trucks\EREV medium\Biodiesel,Fuel Economy,Current Accounts,2022,1702.336612,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Biodiesel (proxy from ICE medium) across 20 economy/economies.,,
13_PNG,Demand\Freight road\Trucks\EREV medium\Biogasoline,Mileage,Current Accounts,2022,21.866201,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
13_PNG,Demand\Freight road\Trucks\EREV medium\Biogasoline,Fuel Economy,Current Accounts,2022,1637.486575,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Biogasoline (proxy from ICE medium) across 21 economy/economies.,,
13_PNG,Demand\Freight road\Trucks\EREV medium\Efuel,Mileage,Current Accounts,2022,21.866201,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
13_PNG,Demand\Freight road\Trucks\EREV medium\Efuel,Fuel Economy,Current Accounts,2022,1684.660097,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Efuel (proxy from ICE medium) across 20 economy/economies.,,
13_PNG,Demand\Freight road\Trucks\EREV medium\Electricity,Mileage,Current Accounts,2022,28.150392,Kilometer,Derived: median Mileage for Trucks BEV medium (proxy from BEV medium) across 14 values from all economies (no same-economy data).,,
13_PNG,Demand\Freight road\Trucks\EREV medium\Electricity,Fuel Economy,Current Accounts,2022,574.331505,MJ/100 km,Derived: median Fuel Economy for Trucks BEV medium Electricity (proxy from BEV medium) across 14 economy/economies.,,
13_PNG,Demand\Freight road\Trucks\PHEV heavy\Biodiesel,Mileage,Current Accounts,2022,25.508175,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
13_PNG,Demand\Freight road\Trucks\PHEV heavy\Biodiesel,Fuel Economy,Current Accounts,2022,2034.448766,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Biodiesel (proxy from ICE heavy) across 20 economy/economies.,,
13_PNG,Demand\Freight road\Trucks\PHEV heavy\Biogasoline,Mileage,Current Accounts,2022,25.508175,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
13_PNG,Demand\Freight road\Trucks\PHEV heavy\Biogasoline,Fuel Economy,Current Accounts,2022,1791.818315,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Biogasoline (proxy from ICE heavy) across 21 economy/economies.,,
13_PNG,Demand\Freight road\Trucks\PHEV heavy\Efuel,Mileage,Current Accounts,2022,25.508175,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
13_PNG,Demand\Freight road\Trucks\PHEV heavy\Efuel,Fuel Economy,Current Accounts,2022,2022.157631,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Efuel (proxy from ICE heavy) across 20 economy/economies.,,
13_PNG,Demand\Freight road\Trucks\PHEV heavy\Electricity,Mileage,Current Accounts,2022,33.048855,Kilometer,Derived: median Mileage for Trucks BEV heavy (proxy from BEV heavy) across 14 values from all economies (no same-economy data).,,
13_PNG,Demand\Freight road\Trucks\PHEV heavy\Electricity,Fuel Economy,Current Accounts,2022,690.214671,MJ/100 km,Derived: median Fuel Economy for Trucks BEV heavy Electricity (proxy from BEV heavy) across 14 economy/economies.,,
13_PNG,Demand\Freight road\Trucks\PHEV medium\Biodiesel,Mileage,Current Accounts,2022,21.866201,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
13_PNG,Demand\Freight road\Trucks\PHEV medium\Biodiesel,Fuel Economy,Current Accounts,2022,1702.336612,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Biodiesel (proxy from ICE medium) across 20 economy/economies.,,
13_PNG,Demand\Freight road\Trucks\PHEV medium\Biogasoline,Mileage,Current Accounts,2022,21.866201,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
13_PNG,Demand\Freight road\Trucks\PHEV medium\Biogasoline,Fuel Economy,Current Accounts,2022,1637.486575,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Biogasoline (proxy from ICE medium) across 21 economy/economies.,,
13_PNG,Demand\Freight road\Trucks\PHEV medium\Efuel,Mileage,Current Accounts,2022,21.866201,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
13_PNG,Demand\Freight road\Trucks\PHEV medium\Efuel,Fuel Economy,Current Accounts,2022,1684.660097,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Efuel (proxy from ICE medium) across 20 economy/economies.,,
13_PNG,Demand\Freight road\Trucks\PHEV medium\Electricity,Mileage,Current Accounts,2022,28.150392,Kilometer,Derived: median Mileage for Trucks BEV medium (proxy from BEV medium) across 14 values from all economies (no same-economy data).,,
13_PNG,Demand\Freight road\Trucks\PHEV medium\Electricity,Fuel Economy,Current Accounts,2022,574.331505,MJ/100 km,Derived: median Fuel Economy for Trucks BEV medium Electricity (proxy from BEV medium) across 14 economy/economies.,,
13_PNG,Demand\Passenger road\Buses\PHEV\Biodiesel,Mileage,Current Accounts,2022,29.1556,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
13_PNG,Demand\Passenger road\Buses\PHEV\Biodiesel,Fuel Economy,Current Accounts,2022,1440.816244,MJ/100 km,Derived: median Fuel Economy for Buses ICE Biodiesel (proxy from ICE) across 20 economy/economies.,,
13_PNG,Demand\Passenger road\Buses\PHEV\Biogasoline,Mileage,Current Accounts,2022,29.1556,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
13_PNG,Demand\Passenger road\Buses\PHEV\Biogasoline,Fuel Economy,Current Accounts,2022,1451.148599,MJ/100 km,Derived: median Fuel Economy for Buses ICE Biogasoline (proxy from ICE) across 21 economy/economies.,,
13_PNG,Demand\Passenger road\Buses\PHEV\Efuel,Mileage,Current Accounts,2022,29.1556,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
13_PNG,Demand\Passenger road\Buses\PHEV\Efuel,Fuel Economy,Current Accounts,2022,1431.429051,MJ/100 km,Derived: median Fuel Economy for Buses ICE Efuel (proxy from ICE) across 20 economy/economies.,,
13_PNG,Demand\Passenger road\Buses\PHEV\Electricity,Mileage,Current Accounts,2022,34.706624,Kilometer,Derived: median Mileage for Buses BEV (proxy from BEV) across 14 values from all economies (no same-economy data).,,
13_PNG,Demand\Passenger road\Buses\PHEV\Electricity,Fuel Economy,Current Accounts,2022,489.442152,MJ/100 km,Derived: median Fuel Economy for Buses BEV Electricity (proxy from BEV) across 14 economy/economies.,,
14_PE,Demand\Freight road\Trucks\EREV heavy\Efuel,Mileage,Current Accounts,2022,35.359447,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
14_PE,Demand\Freight road\Trucks\EREV heavy\Efuel,Fuel Economy,Current Accounts,2022,2022.157631,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Efuel (proxy from ICE heavy) across 20 economy/economies.,,
14_PE,Demand\Freight road\Trucks\EREV heavy\Electricity,Mileage,Current Accounts,2022,33.048855,Kilometer,Derived: median Mileage for Trucks BEV heavy (proxy from BEV heavy) across 14 values from all economies (no same-economy data).,,
14_PE,Demand\Freight road\Trucks\EREV heavy\Electricity,Fuel Economy,Current Accounts,2022,690.214671,MJ/100 km,Derived: median Fuel Economy for Trucks BEV heavy Electricity (proxy from BEV heavy) across 14 economy/economies.,,
14_PE,Demand\Freight road\Trucks\EREV medium\Efuel,Mileage,Current Accounts,2022,30.309743,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
14_PE,Demand\Freight road\Trucks\EREV medium\Efuel,Fuel Economy,Current Accounts,2022,1684.660097,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Efuel (proxy from ICE medium) across 20 economy/economies.,,
14_PE,Demand\Freight road\Trucks\EREV medium\Electricity,Mileage,Current Accounts,2022,28.150392,Kilometer,Derived: median Mileage for Trucks BEV medium (proxy from BEV medium) across 14 values from all economies (no same-economy data).,,
14_PE,Demand\Freight road\Trucks\EREV medium\Electricity,Fuel Economy,Current Accounts,2022,574.331505,MJ/100 km,Derived: median Fuel Economy for Trucks BEV medium Electricity (proxy from BEV medium) across 14 economy/economies.,,
14_PE,Demand\Freight road\Trucks\PHEV heavy\Efuel,Mileage,Current Accounts,2022,35.359447,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
14_PE,Demand\Freight road\Trucks\PHEV heavy\Efuel,Fuel Economy,Current Accounts,2022,2022.157631,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Efuel (proxy from ICE heavy) across 20 economy/economies.,,
14_PE,Demand\Freight road\Trucks\PHEV heavy\Electricity,Mileage,Current Accounts,2022,33.048855,Kilometer,Derived: median Mileage for Trucks BEV heavy (proxy from BEV heavy) across 14 values from all economies (no same-economy data).,,
14_PE,Demand\Freight road\Trucks\PHEV heavy\Electricity,Fuel Economy,Current Accounts,2022,690.214671,MJ/100 km,Derived: median Fuel Economy for Trucks BEV heavy Electricity (proxy from BEV heavy) across 14 economy/economies.,,
14_PE,Demand\Freight road\Trucks\PHEV medium\Efuel,Mileage,Current Accounts,2022,30.309743,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
14_PE,Demand\Freight road\Trucks\PHEV medium\Efuel,Fuel Economy,Current Accounts,2022,1684.660097,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Efuel (proxy from ICE medium) across 20 economy/economies.,,
14_PE,Demand\Freight road\Trucks\PHEV medium\Electricity,Mileage,Current Accounts,2022,28.150392,Kilometer,Derived: median Mileage for Trucks BEV medium (proxy from BEV medium) across 14 values from all economies (no same-economy data).,,
14_PE,Demand\Freight road\Trucks\PHEV medium\Electricity,Fuel Economy,Current Accounts,2022,574.331505,MJ/100 km,Derived: median Fuel Economy for Trucks BEV medium Electricity (proxy from BEV medium) across 14 economy/economies.,,
14_PE,Demand\Passenger road\Buses\PHEV\Efuel,Mileage,Current Accounts,2022,40.291663,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
14_PE,Demand\Passenger road\Buses\PHEV\Efuel,Fuel Economy,Current Accounts,2022,1431.429051,MJ/100 km,Derived: median Fuel Economy for Buses ICE Efuel (proxy from ICE) across 20 economy/economies.,,
14_PE,Demand\Passenger road\Buses\PHEV\Electricity,Mileage,Current Accounts,2022,34.706624,Kilometer,Derived: median Mileage for Buses BEV (proxy from BEV) across 14 values from all economies (no same-economy data).,,
14_PE,Demand\Passenger road\Buses\PHEV\Electricity,Fuel Economy,Current Accounts,2022,489.442152,MJ/100 km,Derived: median Fuel Economy for Buses BEV Electricity (proxy from BEV) across 14 economy/economies.,,
